Virginia Department Of Education ,,,,,,,,,,,,,,,,,,,,
Public School Listing,,,,,,,,,,,,,,,,,,,,
Division  Num ,Division Name ,NCES School Num ,School  Num ,School Name ,Low  Grades ,High  Grades ,Division  Description ,School Description ,Grade  Standard ,Schedule ,Principal ,Address1 ,Address2 ,City ,State ,Zip ,Phone  Number ,Fall  Membership  Schools,,
88,Spotsylvania County Public Schools,5.10364E+11,390,Smith Station Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Terrie L. Cagle ,7320 Smith Station Road,,Fredericksburg,VA,22407,540-786-5443,Membership,,
88,Spotsylvania County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,,Non-Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,360,Spotswood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Nicole  Ochs ,400 Lorraine Ave,,Fredericksburg,VA,22408,540-898-1514,Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,900,Spotsylvania Career Switcher Program,,,Local Education Agency,Unknown,,,   ,8020 River Stone Dr,,Fredericksburg,VA,22407,540-891-5112,Non-Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,21,Spotsylvania Career and Technical Center,,,Local Education Agency,Public center - Career and Technical Ed.,,,Mr. Reitha  Abed ,6713 Smith Station Rd,,Spotsylvania,VA,22553,540-898-2655,Non-Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,130,Spotsylvania Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Bob  MacDonald ,7415 Brock Rd,,Spotsylvania,VA,22553,540-582-5445,Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,370,Spotsylvania High,9,12,Local Education Agency,Public school - Regular,High,8 A/B,Kelly  Guempel ,6975 Courthouse Rd,,Spotsylvania,VA,22551,540-582-3882,Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,330,Spotsylvania Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 A/B,Michael Lane Byrd ,8801 Courthouse Rd,,Spotsylvania,VA,22553,540-582-6341,Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,502,Thornburg Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 A/B,Chandra  Rhue ,6929 N Roxbury Mill Rd,,Spotsylvania,VA,22551,540-582-7600,Membership,,
88,Spotsylvania County Public Schools,5.10364E+11,504,Wilderness Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Dianne W. Holmes ,11600 Catharpin Rd,,Spotsylvania,VA,22553,540-786-9817,Membership,,
89,Stafford County Public Schools,5.10366E+11,40,Andrew G. Wright Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Carly R. Hegna ,100 Wood Dr,,Stafford,VA,22556,540-658-6240,Membership,,
89,Stafford County Public Schools,5.10366E+11,260,Anne E. Moncure Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Gregory R. Machi ,75 Moncure Lane,,Stafford,VA,22556,540-658-6300,Membership,,
89,Stafford County Public Schools,5.10366E+11,433,Anthony Burns Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Caroline S. Goddard ,60 Gallery Road,,Stafford,VA,22554,540-658-6000,Membership,,
89,Stafford County Public Schools,5.10366E+11,421,Brooke Point High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Timothy B. Roberts ,1700 Courthouse Rd,,Stafford,VA,22554,540-658-6080,Membership,,
89,Stafford County Public Schools,5.10366E+11,424,Colonial Forge High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Gregory O. Daniel ,550 Courthouse Rd,,Stafford,VA,22554,540-658-6115,Membership,,
89,Stafford County Public Schools,,9990,Community PK School,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
89,Stafford County Public Schools,5.10366E+11,431,Conway Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. William S. Raybold ,105 Primmer House Road,,Fredericksburg,VA,22405,540-361-1455,Membership,,
89,Stafford County Public Schools,5.10366E+11,432,Donald B. Dixon-Lyle R. Smith Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Andrew M. Bathke ,503 Deacon Road,,Fredericksburg,VA,22405,540-899-0860,Membership,,
89,Stafford County Public Schools,5.10366E+11,10,Edward E. Drew Jr. Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Amy L. Ivory ,501 Cambridge St,,Falmouth,VA,22405,540-371-1415,Membership,,
89,Stafford County Public Schools,5.10366E+11,280,Falmouth Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Sallie B. Johnakin ,1000 Forbes St,,Falmouth,VA,22405,540-373-7458,Membership,,
89,Stafford County Public Schools,5.10366E+11,230,Ferry Farm Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Robert D. Freeman ,20 Pendleton Rd,,Fredericksburg,VA,22405,540-373-7366,Membership,,
89,Stafford County Public Schools,,428,Gari Melchers Complex,,,Local Education Agency,SNP feeding site,,,   ,610 Gayle Street,,Fredericksburg,VA,22406,540-658-6000,Non-Membership,,
89,Stafford County Public Schools,5.10366E+11,41,Garrisonville Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Alexis M. White ,100 Wood Dr,,Stafford,VA,22556,540-658-6260,Membership,,
89,Stafford County Public Schools,5.10366E+11,270,Grafton Village Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Michael B. Sidebotham ,501 Deacon Rd,,Falmouth,VA,22405,540-373-5454,Membership,,
89,Stafford County Public Schools,5.10366E+11,422,H.H. Poole Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Robert A. Bingham ,800 Eustace Rd,,Stafford,VA,22554,540-658-6190,Membership,,
89,Stafford County Public Schools,5.10366E+11,320,Hampton Oaks Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Susan L. Weiderhold ,107 Northampton Blvd,,Stafford,VA,22554,540-658-6280,Membership,,
89,Stafford County Public Schools,5.10366E+11,250,Hartwood Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Brian A. Raska ,14 Shackleford Well Rd,,Hartwood,VA,22406,540-752-4441,Membership,,
89,Stafford County Public Schools,,9991,Home Educational Services,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
89,Stafford County Public Schools,,9999,Homebased,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
89,Stafford County Public Schools,,9998,Homebound,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
89,Stafford County Public Schools,5.10366E+11,427,Kate Waller Barrett Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kimberly J. Austin ,150 Duffey Dr.,,Stafford,VA,22554,540-658-6464,Membership,,
89,Stafford County Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,1739 Jefferson Davis Hwy,,Stafford,VA,22554,540-658-6000,Membership,,
89,Stafford County Public Schools,5.10366E+11,429,Margaret Brent Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Brian M. Fitzgerald ,2125 Mountain View Rd,,Stafford,VA,22556,540-658-6790,Membership,,
89,Stafford County Public Schools,5.10366E+11,430,Mountain View High,9,12,Local Education Agency,Public school - Regular,High,4X4,Dr. James D. Stemple Jr.,2135 Mountain View Road,,Stafford,VA,22556,540-658-6840,Membership,,
89,Stafford County Public Schools,5.10366E+11,30,North Stafford High,9,12,Local Education Agency,Public school - Regular,High,4X4,Mr. Daniel P. Hornick ,839 Garrisonville Rd,,Stafford,VA,22556,540-658-6150,Membership,,
89,Stafford County Public Schools,5.10366E+11,992,North Star Early Childhood Education Center,PK,PK,Local Education Agency,Public school - Preschool,Elementary,,   ,101 Shepherds Way,,Stafford,VA,22556,540-658-6752,Membership,,
89,Stafford County Public Schools,5.10366E+11,300,Park Ridge Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Keana Sirmans Butler ,2000 Parkway Blvd,,Stafford,VA,22554,540-658-6320,Membership,,
89,Stafford County Public Schools,5.10366E+11,910,Phoenix Center for Innovative Learning,,,Local Education Agency,Public center - Alternative,,,Mr. William R. Boatwright ,610 Gayle Street,,Fredericksburg,VA,22405,540-899-6000,Non-Membership,,
89,Stafford County Public Schools,5.10366E+11,920,Rising Star Early Childhood Education Center at Melchers,PK,PK,Local Education Agency,Public school - Preschool,Elementary,,   ,610 Gayle Street,,Fredericksburg,VA,22405,540-368-2559,Membership,,
89,Stafford County Public Schools,5.10366E+11,60,Rockhill Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Terri L. Rivero ,50 Wood Dr,,Stafford,VA,22556,540-658-6360,Membership,,
89,Stafford County Public Schools,5.10366E+11,425,Rocky Run Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. Nicholas R. Roman ,95 Reservoir Rd,,Fredericksburg,VA,22406,540-286-1956,Membership,,
89,Stafford County Public Schools,5.10366E+11,426,Rodney E. Thompson Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Michael J. Archambault ,75 Walpole St,,Stafford,VA,22554,540-658-6420,Membership,,
89,Stafford County Public Schools,5.10366E+11,440,Shirley C. Heim Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Eric  Underhill ,320 Telegraph Road,,Stafford,VA,22554,540-658-5910,Membership,,
89,Stafford County Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,,Non-Membership,,
89,Stafford County Public Schools,5.10366E+11,900,Stafford Academy for Technolgy (STAT),,,Local Education Agency,Public center - Governor's STEM Academy,,,   ,31 Stafford Avenue,,Stafford,VA,22554,540-658-6672,Non-Membership,,
89,Stafford County Public Schools,5.10366E+11,111,Stafford Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Stefanie D. Sanders ,1349 Courthouse Rd,,Stafford,VA,22554,540-658-6340,Membership,,
89,Stafford County Public Schools,5.10366E+11,112,Stafford Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Mr. Scott S. Elchenko ,101 Spartan Dr,,Stafford,VA,22554,540-658-6210,Membership,,
89,Stafford County Public Schools,5.10366E+11,20,Stafford Senior High,9,12,Local Education Agency,Public school - Regular,High,7 period,Mr. Allen J. Hicks ,63 Stafford Indian Lane,,Fredericksburg,VA,22405,540-371-7200,Membership,,
89,Stafford County Public Schools,5.10366E+11,162,T. Benton Gayle Middle,6,8,Local Education Agency,Public school - Regular,Middle,7 period,Ms. Katie B. Werner ,100 Panther Drive,,Fredericksburg,VA,22406,540-373-0383,Membership,,
89,Stafford County Public Schools,5.10366E+11,50,Widewater Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Karen H. Bingham ,101 Den Rich Rd,,Stafford,VA,22554,540-658-6380,Membership,,
89,Stafford County Public Schools,5.10366E+11,423,Winding Creek Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Rebecca R. Wardlow ,475 Winding Creek Rd,,Stafford,VA,22554,540-658-6400,Membership,,
126,Staunton Public Schools,5.10369E+11,40,Arthur R. Ware Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mr. William  Brown ,330 Grubert Avenue,,Staunton,VA,24401,540-332-3938,Membership,,
126,Staunton Public Schools,5.10369E+11,70,Bessie Weller Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Sandra  McGrath ,600 Greenville Ave,,Staunton,VA,24401,540-332-3940,Membership,,
126,Staunton Public Schools,,9990,Community PK School,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
126,Staunton Public Schools,,9991,Home Educational Services,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
126,Staunton Public Schools,,9999,Homebased,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
126,Staunton Public Schools,,9998,Homebound,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
126,Staunton Public Schools,,9997,Local or Regional Jail,KG,12,Local Education Agency,Local or Regional Jail,Combined,,   ,116 West. Beverly St.,,Staunton,VA,24401,540-332-3920,Membership,,
126,Staunton Public Schools,5.10369E+11,110,Shelburne Middle,6,8,Local Education Agency,Public school - Regular,Middle,8 period,Mrs. Jennifer  Morris ,300 Grubert Ave,,Staunton,VA,24401,540-332-3930,Membership,,
126,Staunton Public Schools,,8888,Special Situation Schools,,,Local Education Agency,Unknown,,,   ,,,,,,,Non-Membership,,
126,Staunton Public Schools,5.10369E+11,41,Staunton City School PreSchool Programs,PK,PK,Local Education Agency,Public school - Preschool,Elementary,Traditional Elementary,   ,Dixon Educational Center,1751 Shutterlee Mill Road,Staunton,VA,24401,540-332-3934,Membership,,
126,Staunton Public Schools,5.10369E+11,30,Staunton High,9,12,Local Education Agency,Public school - Regular,High,4X4,Nate  Collins ,1200 N Coalter St,,Staunton,VA,24401,540-332-3926,Membership,,
126,Staunton Public Schools,5.10369E+11,90,Thomas C. McSwain Elementary,KG,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Kimberly  Crocker ,1101 N Coalter St,,Staunton,VA,24401,540-332-3936,Membership,,
127,Suffolk Public Schools,5.10371E+11,50,Booker T. Washington Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Bernette  Brock ,204 Walnut Street,,Suffolk,VA,23434,757-934-6226,Membership,,
127,Suffolk Public Schools,5.10371E+11,397,Colonel Fred Cherry Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Dr. Jamel  Gibson ,7401 Burbage Drive,,SUFFOLK,VA,23435,757-925-6752,Membership,,
127,Suffolk Public Schools,,9990,Community PK School,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
127,Suffolk Public Schools,5.10371E+11,440,Creekside Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Tara  Outland ,1000 Bennetts Creek Park Road,,Suffolk,VA,23435,757-923-4251,Membership,,
127,Suffolk Public Schools,,398,Elementary School Virtual Center,,,Local Education Agency,Public center - Virtual,,Traditional Elementary,   ,100 North Main Street,,Suffolk,VA,23434,757-934-6214,Non-Membership,,
127,Suffolk Public Schools,5.10371E+11,210,Elephant's Fork Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Dana  Bilby ,2316 William Reid Dr,,Suffolk,VA,23434,757-923-5250,Membership,,
127,Suffolk Public Schools,,130,FIRST Academy,,,Local Education Agency,Public center - Governor's STEM Academy,,,   ,,,Suffolk,VA,23434,757-923-5254,Non-Membership,,
127,Suffolk Public Schools,5.10371E+11,90,Florence Bowser Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Ms. Melodie  Griffin ,4540 Nansemond Pkwy,,Suffolk,VA,23435,757-923-4106,Membership,,
127,Suffolk Public Schools,5.10371E+11,390,Forest Glen Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Ms. Jennifer K. Presson ,200 Forest Glen Dr,,Suffolk,VA,23434,757-925-5780,Membership,,
127,Suffolk Public Schools,,399,High School Virtual Center,,,Local Education Agency,Public center - Virtual,,7 A/B,   ,100 North Main Street,,Suffolk,VA,23434,757-923-5240,Non-Membership,,
127,Suffolk Public Schools,5.10371E+11,450,Hillpoint Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Kristal  Taylor ,1101 Hillpoint Rd,,Suffolk,VA,23434,757-925-6750,Membership,,
127,Suffolk Public Schools,,9991,Home Educational Services,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,,Non-Membership,,
127,Suffolk Public Schools,,9999,Homebased,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,757-925-6750,Non-Membership,,
127,Suffolk Public Schools,,9998,Homebound,,,Local Education Agency,Public center - Alternative,,,   ,,,,,,757-925-6750,Non-Membership,,
127,Suffolk Public Schools,5.10371E+11,370,John F. Kennedy Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Mrs. Chanel S. Woods ,2325 E Washington St,,Suffolk,VA,23434,757-934-6212,Membership,,
127,Suffolk Public Schools,5.10371E+11,380,John Yeates Middle,6,8,Local Education Agency,Public school - Regular,Middle,6 period,Wendy  Van Hosen ,4901 Bennetts Pasture Rd,,Suffolk,VA,23435,757-923-4105,Membership,,
127,Suffolk Public Schools,5.10371E+11,230,Kilby Shores Elementary,PK,5,Local Education Agency,Public school - Regular,Elementary,Traditional Elementary,Mrs. Lorri  Banks ,111 Kilby Shores Dr,,Suffolk,VA,23434,757-934-6214,Membership,,
